Matrix millisec_spmv
Erdos972 0.005679
Erdos982 0.005644
Erdos992 0.005683
eris1176 0.005005
ESOC 0.119300
EternityII_A 0.016218
EternityII_E 0.256258
EternityII_Etilde 0.023469
eu-2005 0.418766
eurqsa 0.005024
ex10hs 0.004984
ex10 0.005033
ex11 0.018216
ex12 0.005228
ex13 0.004492
ex14 0.005047
ex15 0.005016
ex18 0.004919
ex19 0.008002
ex20 0.005085
ex21 0.003913
ex22 0.005318
ex23 0.005109
ex24 0.004975
ex25 0.004934
ex26 0.005086
ex27 0.005334
ex28 0.004997
ex29 0.004915
EX2 0.005044
ex31 0.005038
ex32 0.004950
ex33 0.005031
ex35 0.006474
ex36 0.005026
ex37 0.005085
EX3 0.004992
ex3sta1 0.005004
ex40 0.007696
EX4 0.004995
EX6 0.007742
ex7 0.004991
ex8 0.004882
ex9 0.005050
exdata_1 0.027245
extr1b 0.004850
extr1 0.003910
F1 0.377013
F2 0.069332
f855_mat9 0.004703
FA 0.004350
Fault_639 0.485644
fcondp2 0.161177
fd12 0.004957
fd15 0.003923
fd18 0.004985
fe_4elt2 0.005079
fe_body 0.006148
FEM_3D_thermal1 0.007730
FEM_3D_thermal2 0.058399
fe_ocean 0.017593
fe_rotor 0.029044
fe_sphere 0.005005
fe_tooth 0.019244
filter2D 0.005270
filter3D 0.057850
finan512 0.008556
finance256 0.005916
fl2010 0.078211
flickr 0.524025
flower_4_4 0.004970
flower_5_4 0.003919
flower_7_4 0.005833
flower_8_1 0.005050
flower_8_4 0.009040
flowmeter0 0.004988
flowmeter5 0.005115
foldoc 0.004992
fome11 0.005726
fome12 0.007478
fome13 0.010803
fome20 0.007143
fome21 0.011518
fpga_dcop_01 0.004936
fpga_dcop_04 0.004974
fpga_dcop_06 0.005089
fpga_dcop_07 0.005110
fpga_dcop_08 0.005139
fpga_dcop_10 0.004935
fpga_dcop_11 0.004986
fpga_trans_01 0.005049
fp 0.014154
Franz10 0.005009
Franz11 0.006672
Franz1 0.004982
Franz2 0.004956
Franz3 0.004980
Franz4 0.004953
Franz5 0.004969
Franz6 0.005005
Franz7 0.005034
Franz8 0.004960
Franz9 0.005023
freeFlyingRobot_10 0.015620
freeFlyingRobot_11 0.015926
freeFlyingRobot_12 0.016001
freeFlyingRobot_13 0.016978
freeFlyingRobot_14 0.016947
freeFlyingRobot_15 0.017476
freeFlyingRobot_16 0.017196
freeFlyingRobot_1 0.005284
freeFlyingRobot_2 0.005947
freeFlyingRobot_3 0.006714
freeFlyingRobot_4 0.008477
freeFlyingRobot_5 0.009692
freeFlyingRobot_6 0.010320
freeFlyingRobot_7 0.011983
freeFlyingRobot_8 0.013351
freeFlyingRobot_9 0.014080
fs_541_1 0.004996
fs_680_1 0.004964
fs_760_1 0.004997
fullb 0.165325
fv1 0.005238
fv2 0.004092
fv3 0.005026
fxm2-16 0.005501
fxm2-6 0.005031
fxm3_16 0.009010
fxm3_6 0.005037
fxm4_6 0.009223
FX_March2010 0.025849
G10 0.005016
G11 0.005072
G12 0.005028
G13 0.005026
G14 0.005198
G15 0.004981
G16 0.004981
G17 0.004984
G18 0.005161
G19 0.004972
G1 0.004917
G20 0.004972
G21 0.005147
G22 0.005288
G23 0.005085
G2_circuit 0.015466
G2 0.004979
G30 0.005199
G31 0.004961
G32 0.005005
G33 0.005059
G34 0.004934
G35 0.004991
G36 0.004925
G37 0.004987
G38 0.005133
G39 0.004919
G3_circuit 0.145850
G3 0.004984
g3rmt3m3 0.005046
G40 0.004944
G41 0.005058
G42 0.005068
G43 0.004977
G48 0.004974
G49 0.004931
G4 0.005060
G50 0.004925
G51 0.004987
G54 0.004945
G55 0.004977
G57 0.004964
G58 0.007044
G5 0.005009
G60 0.005092
G62 0.004960
G63 0.007582
G65 0.004995
G66 0.005081
G67 0.005689
G6 0.005037
g7jac010 0.005263
g7jac020 0.005032
g7jac040 0.005248
g7jac050sc 0.005837
g7jac060 0.006430
g7jac080 0.007793
g7jac100 0.009149
g7jac120 0.010519
g7jac140 0.012122
g7jac160 0.013413
g7jac180 0.016331
g7jac200 0.019219
G7 0.005292
G8 0.005012
Ga10As10H30 0.103006
Ga19As19H42 0.145722
ga2010 0.045208
Ga3As3H12 0.089417
Ga41As41H72 0.313554
GaAsH6 0.058673
gams60am 0.004483
garon1 0.005031
garon2 0.007419
gas_sensor 0.030054
GD00_c 0.005083
GD06_Java 0.005024
GD96_a 0.004982
Ge87H76 0.128055
Ge99H100 0.134731
gearbox 0.121232
gemat11 0.005238
gemat12 0.003893
gemat1 0.028043
ge 0.004943
gen2 0.009450
gen4 0.011293
geom 0.004996
germany_osm 1.053065
GL6_D_7 0.005085
GL6_D_8 0.003925
GL7d11 0.004972
GL7d12 0.005027
GL7d13 0.011410
GL7d14 0.059427
GL7d15 0.182921
GL7d16 0.477641
GL7d17 0.974066
GL7d22 0.253249
G_n_pin_pout 0.029056
goddardRocketProblem_1 0.005316
goddardRocketProblem_2 0.004934
goodwin 0.006300
gr_30_30 0.005001
graham1 0.006140
graphics 0.005119
gre_1107 0.004914
gre_512 0.004992
great-britain_osm 0.570911
grid2_dual 0.005079
grid2 0.003949
gridgena 0.008677
gsm_106857 0.508774
GT01R 0.006222
gupta1 0.059378
gupta2 0.089885
gupta3 0.131733
gyro_m 0.008600
gyro 0.017294
H2O 0.042280
halfb 0.175997
Hamrle2 0.005002
Hamrle3 0.117059
hangGlider_2 0.016699
hangGlider_3 0.048999
hangGlider_4 0.078080
hangGlider_5 0.074649
hcircuit 0.036028
heart1 0.018509
heart2 0.007762
helm2d03 0.050591
helm3d01 0.009709
hep-th 0.005059
HEP-th-new 0.014047
HFE18_96_in 0.014758
hi2010 0.006825
hood 0.166600
HTC_336_4438 0.246878
HTC_336_9129 0.243560
hugebubbles-00000 3.023943
hugebubbles-00010 5.390894
hugetrace-00000 0.544680
hugetrace-00010 2.046227
hugetrace-00020 3.247775
hugetric-00000 0.677176
hugetric-00010 1.363121
hugetric-00020 1.495449
human_gene1 0.336516
human_gene2 0.225971
hvdc1 0.005519
hvdc2 0.027233
hydr1 0.004941
ia2010 0.029896
ibm_matrix_2 0.045005
iChem_Jacobian 0.070128
id2010 0.025529
IG5-10 0.004996
IG5-11 0.005134
IG5-12 0.005154
IG5-13 0.005133
IG5-14 0.005752
IG5-15 0.007255
IG5-16 0.012055
IG5-17 0.022885
IG5-18 0.037834
igbt3 0.006031
iiasa 0.005000
il2010 0.066633
illc1033 0.005003
illc1850 0.003925
Ill_Stokes 0.006567
image_interp 0.014269
in-2004 0.396786
in2010 0.039662
init_adder1 0.015007
inlet 0.006484
ins2 4.685431
internet 0.011466
invextr1_new 0.028499
iprob 0.144287
italy_osm 0.440858
jagmesh1 0.004920
jagmesh2 0.003940
jagmesh3 0.005097
jagmesh4 0.005002
jagmesh5 0.005097
jagmesh6 0.005021
jagmesh7 0.005054
jagmesh8 0.004957
jagmesh9 0.005042
jan99jac020 0.004886
jan99jac040 0.004922
jan99jac060 0.005012
jan99jac080 0.005294
jan99jac100sc 0.006108
jan99jac120 0.006514
jendrec1 0.004970
jnlbrng1 0.004991
JP 0.203025
jpwh_991 0.005020
juba40k 0.004868
k1_san 0.008123
k3plates 0.006425
karted 0.532501
Kaufhold 0.004969
Kemelmacher 0.003974
kim1 0.017555
kim2 0.178096
kineticBatchReactor_1 0.004986
kineticBatchReactor_2 0.008466
kineticBatchReactor_3 0.009870
kineticBatchReactor_4 0.015114
kineticBatchReactor_5 0.016090
kineticBatchReactor_6 0.016839
kineticBatchReactor_7 0.017241
kineticBatchReactor_8 0.017201
kineticBatchReactor_9 0.017138
kkt_power 0.512111
kneser_10_4_1 0.042850
kneser_6_2_1 0.004907
kneser_8_3_1 0.003924
Kohonen 0.030046
kron_g500-logn16 0.170972
kron_g500-logn17 0.325804
kron_g500-logn18 0.711289
kron_g500-logn19 1.350269
ks2010 0.032809
Kuu 0.005575
ky2010 0.024096
l30 0.004960
L-9 0.004994
la2010 0.041897
laminar_duct3D 0.051178
landmark 0.017948
language 0.426030
largebasis 0.091333
large 0.005062
laser 0.003859
Lederberg 0.025724
LeGresley_2508 0.005022
LeGresley_4908 0.004951
LeGresley_87936 0.009950
LF10000 0.004992
LFAT5000 0.005039
lhr01 0.005321
lhr02 0.005052
lhr04 0.004957
lhr07 0.005439
lhr10 0.006644
lhr11 0.006282
lhr14 0.007366
lhr17 0.008429
lhr34c 0.017862
lhr34 0.017887
lhr71c 0.035177
lhr71 0.035121
light_in_tissue 0.007164
li 0.021124
Lin 0.030989
Linux_call_graph 0.052253
linverse 0.004183
L 0.004996
lns_3937 0.004934
lnsp3937 0.005125
lock1074 0.004993
lock2232 0.005002
lock3491 0.005045
lock_700 0.004920
lop163 0.004983
lowThrust_10 0.041615
lowThrust_11 0.040321
lowThrust_12 0.042143
lowThrust_13 0.042262
lowThrust_1 0.005052
lowThrust_2 0.007052
lowThrust_3 0.020277
lowThrust_4 0.036693
lowThrust_5 0.044809
lowThrust_6 0.044800
lowThrust_7 0.047148
lowThrust_8 0.044180
lowThrust_9 0.047674
lp1 9.396496
lp22 0.005021
lp_25fv47 0.004943
lp_80bau3b 0.005051
lp_agg2 0.004982
lp_agg3 0.005105
lp_bnl1 0.004968
lp_bnl2 0.004964
lp_cre_a 0.005539
lp_cre_c 0.005404
lp_cre_d 0.007119
lp_cycle 0.005048
lp_czprob 0.004944
lp_d2q06c 0.004958
lp_degen3 0.005019
lp_dfl001 0.004955
lp_fffff800 0.005005
lp_fit1p 0.005032
lp_fit2p 0.004998
lp_ganges 0.004982
lp_gfrd_pnc 0.004968
lp_greenbea 0.005044
lpi_bgindy 0.007080
lpi_ceria3d 0.005026
lpi_cplex1 0.015610
lpi_gosh 0.004990
lpi_gran 0.004987
lpi_greenbea 0.005036
lpi_klein3 0.004929
lp_ken_07 0.005009
lp_ken_11 0.006020
lp_ken_13 0.008198
lp_ken_18 0.015903
lpl1 0.008309
lpl2 0.005020
lpl3 0.005727
lp_maros 0.005064
lp_maros_r7 0.005031
lp_modszk1 0.005216
lp_nug07 0.004952
lp_nug08 0.004996
lp_nug12 0.005058
lp_nug15 0.005081
lp_nug20 0.008337
lp_nug30 0.036016
lp_osa_07 0.048753
lp_osa_14 0.097853
lp_osa_30 0.199454
lp_osa_60 0.703995
lp_pds_02 0.004005
lp_pds_06 0.004581
lp_pds_10 0.005280
lp_pds_20 0.007191
lp_perold 0.005032
lp_pilot87 0.005193
lp_pilot_ja 0.004912
lp_pilot 0.004985
lp_pilotnov 0.005033
lp_pilot_we 0.004996
lp_qap8 0.005129
lp_scfxm2 0.004962
lp_scfxm3 0.005057
lp_sctap2 0.005039
lp_sctap3 0.005204
lp_shell 0.006111
lp_ship08l 0.004982
lp_ship08s 0.005020
lp_ship12l 0.004933
lp_ship12s 0.004941
lp_sierra 0.005006
lp_stocfor2 0.003840
lp_stocfor3 0.005054
lp_woodw 0.008103
lshp1009 0.004899
lshp1270 0.005047
lshp1561 0.005038
lshp1882 0.005007
lshp2233 0.005094
lshp2614 0.005119
lshp3025 0.005129
lshp3466 0.004939
lshp_577 0.005112
lshp_778 0.005035
lung1 0.004969
lung2 0.008264
lutz30-23-b6 0.005043
luxembourg_osm 0.005928
M10PI_n1 0.005238
M10PI_n 0.005322
m133-b3 0.016054
m14b 0.084374
M20PI_n1 0.005111
M20PI_n 0.003936
m3plates 0.005114
M40PI_n1 0.004977
M40PI_n 0.005017
M6 1.452109
M80PI_n1 0.005002
M80PI_n 0.003925
ma2010 0.025071
mac_econ_fwd500 0.030053
mahindas 0.004946
majorbasis 0.033307
man_5976 0.005041
Maragal_2 0.005201
Maragal_3 0.005526
Maragal_4 0.005878
Maragal_5 0.009037
Maragal_6 0.027750
Maragal_7 0.066516
Maragal_8 0.054425
mario001 0.006378
mario002 0.048907
mark3jac020 0.004989
mark3jac020sc 0.004257
mark3jac040 0.005318
mark3jac040sc 0.005296
mark3jac060 0.006188
mark3jac060sc 0.006215
mark3jac080 0.007041
mark3jac080sc 0.007105
mark3jac100 0.007691
mark3jac100sc 0.007614
mark3jac120 0.008577
mark3jac120sc 0.008643
mark3jac140 0.009526
mark3jac140sc 0.009464
matrix_9 0.063901
matrix-new_3 0.107470
mc2depi 0.038416
mcfe 0.004939
md2010 0.024934
me2010 0.010431
meg1 0.005002
meg4 0.018499
memplus 0.010328
mesh3e1 0.004943
mesh3em5 0.004969
mesh_deform 0.016672
mhd1280a 0.005003
mi2010 0.052265
mimo28x28_system 0.005122
mimo46x46_system 0.004059
mimo8x8_system 0.004923
minnesota 0.004997
minsurfo 0.005295
mip1 0.444200
MISKnowledgeMap 0.005001
mixtank_new 0.031334
mk10-b1 0.004978
mk10-b2 0.003946
mk10-b3 0.004976
mk11-b1 0.005299
mk11-b2 0.005069
mk11-b3 0.005068
mk11-b4b 0.005023
mk11-b4 0.005008
mk12-b1 0.005095
mk12-b2 0.004967
mk12-b3 0.004919
mk12-b4 0.006461
mk13-b5 0.016878
mk9-b2 0.004944
mk9-b3 0.005009
mn2010 0.040111
mo2010 0.056707
mod2 0.009206
model10 0.005753
model3 0.004963
model4 0.004873
model5 0.005125
model6 0.005189
model7 0.005015
model8 0.005426
model9 0.004997
mouse_gene 0.498827
mri1 0.011411
mri2 0.011065
ms2010 0.026485
msc00726 0.005044
msc01050 0.004976
msc01440 0.005050
msc04515 0.005142
msc10848 0.019188
msc23052 0.019459
msdoor 0.315668
m_t1 0.115053
mt2010 0.021646
mult_dcop_01 0.245430
mult_dcop_03 0.236331
Muu 0.005146
n2c6-b3 0.005175
n2c6-b4 0.004980
n2c6-b5 0.005071
n2c6-b6 0.005259
n2c6-b7 0.004944
n2c6-b8 0.004926
n3c6-b10 0.005026
n3c6-b3 0.005053
n3c6-b4 0.004925
n3c6-b5 0.005023
n3c6-b6 0.005427
n3c6-b7 0.005102
n3c6-b8 0.004958
n3c6-b9 0.005197
n4c5-b3 0.004978
n4c5-b4 0.004947
n4c5-b5 0.005029
n4c5-b6 0.005234
n4c5-b7 0.004972
n4c5-b8 0.004984
n4c5-b9 0.005103
n4c6-b10 0.028422
n4c6-b11 0.016215
n4c6-b12 0.006297
n4c6-b13 0.004883
n4c6-b14 0.004902
