Matrix millisec_spmv
bcsstm34 0.004972
bcsstm35 0.005065
bcsstm36 0.007446
bcsstm37 0.005008
bcsstm38 0.004988
bcsstm39 0.004943
b_dyn 0.005005
belgium_osm 0.080181
BenElechi1 0.174801
benzene 0.005861
bfly 0.005049
bfwa782 0.004989
bfwb782 0.005007
bibd_49_3 0.004977
bibd_81_2 0.005134
bibd_81_3 0.005713
big_dual 0.004896
big 0.005044
biplane-9 0.005426
bips07_1693 0.005008
bips07_1998 0.004973
bips07_2476 0.005057
bips07_3078 0.005095
bips98_1142 0.004912
bips98_1450 0.005328
bips98_606 0.005164
blckhole 0.005118
blockqp1 0.245246
bloweya 0.205430
bloweybl 0.206519
bloweybq 0.106826
bmw3_2 0.160044
bmw7st_1 0.100484
bmwcra_1 0.130155
bodyy4 0.004774
bodyy5 0.004243
bodyy6 0.004304
bone010 1.048085
boneS01 0.092545
boneS10 0.859092
boyd1 0.752024
boyd2 3.745554
bp_0 0.006795
bp_1000 0.005516
bp_1200 0.005741
bp_1400 0.005697
bp_1600 0.005468
bp_200 0.007388
bp_400 0.007568
bp_600 0.005454
bp_800 0.005498
brack2 0.014746
brainpc2 0.145150
bratu3d 0.004808
Bump_2911 1.226370
bundle1 0.012959
bundle_adj 0.341890
bwm2000 0.004987
bwm200 0.005207
c-18 0.004907
c-19 0.005166
c-20 0.004916
c-21 0.004917
c-22 0.004902
c-23 0.008742
c-24 0.004984
c-25 0.005879
c-26 0.007215
c-27 0.006038
c-28 0.006802
c-29 0.006968
c-30 0.012902
c-31 0.005481
c-32 0.012833
c-33 0.011338
c-34 0.007434
c-35 0.008167
c-36 0.009530
c-37 0.006863
c-38 0.007840
c-39 0.007048
c-40 0.019413
c-41 0.007852
c-42 0.009251
c-43 0.017159
c-44 0.010360
c-45 0.015457
c-46 0.017511
c-47 0.014300
c-48 0.009940
c-49 0.020092
c-50 0.021832
c-51 0.020238
c-52 0.020876
c-53 0.027946
c-54 0.015265
c-55 0.020733
c-56 0.012707
c-57 0.071423
c-58 0.036734
c-59 0.025078
c-60 0.029532
c-61 0.037218
c-62ghs 0.036651
c-62 0.036598
c-63 0.026192
c-64b 0.086863
c-64 0.086984
c-65 0.037010
c-66 0.035244
c-67b 0.018762
c-67 0.018815
c-68 0.033564
c-69 0.031079
c-70 0.043818
c-71 0.068497
c-72 0.086260
c-73b 0.627933
c-73 0.627999
c8_mat11_I 0.028346
c8_mat11 0.028731
ca2010 0.078593
ca-AstroPh 0.010558
ca-CondMat 0.008121
cage10 0.004936
cage11 0.008783
cage12 0.035230
cage13 0.114166
cage8 0.004976
cage9 0.005298
CAG_mat1916 0.005188
ca-GrQc 0.004969
ca-HepPh 0.008296
ca-HepTh 0.005108
caidaRouterLevel 0.042972
California 0.008186
can_1054 0.004095
can_1072 0.005133
can_634 0.004958
can_715 0.005089
can_838 0.004978
cant 0.051058
car4 0.004908
case39 0.103654
case9 0.042454
cat_ears_2_4 0.003897
cat_ears_3_4 0.005051
cat_ears_4_4 0.005076
cavity05 0.005055
cavity06 0.004974
cavity07 0.004875
cavity08 0.005070
cavity09 0.004857
cavity10 0.004996
cavity11 0.005282
cavity12 0.004897
cavity13 0.004985
cavity14 0.005068
cavity15 0.004974
cavity16 0.005209
cavity17 0.005201
cavity18 0.005242
cavity19 0.005254
cavity20 0.005209
cavity21 0.005243
cavity22 0.005247
cavity23 0.005242
cavity24 0.005215
cavity25 0.005239
cavity26 0.005211
c-big 0.359697
cbuckle 0.008760
cca 0.005105
ccc 0.005010
cdde1 0.005007
cdde2 0.004950
cdde3 0.005087
cdde4 0.004950
cdde5 0.004944
cdde6 0.004916
cegb2802 0.004979
cegb2919 0.004888
cegb3024 0.004966
cegb3306 0.004917
cell1 0.004936
cell2 0.004970
cep1 0.004994
cfd1 0.031196
cfd2 0.050582
ch5-5-b2 0.004958
ch5-5-b3 0.005000
ch6-6-b2 0.004951
ch6-6-b3 0.004915
ch6-6-b4 0.004988
ch7-6-b1 0.005322
ch7-6-b2 0.004955
ch7-6-b3 0.004980
ch7-6-b4 0.004993
ch7-6-b5 0.004899
ch7-7-b1 0.004976
ch7-7-b2 0.004954
ch7-7-b5 0.005434
ch7-8-b1 0.005055
ch7-8-b2 0.005013
ch7-8-b3 0.004961
ch7-8-b4 0.016234
ch7-8-b5 0.017496
ch7-9-b1 0.003868
ch7-9-b2 0.005023
ch7-9-b3 0.006249
ch7-9-b4 0.033814
ch7-9-b5 0.047467
ch8-8-b1 0.005167
ch8-8-b2 0.004989
ch8-8-b3 0.006300
ch8-8-b4 0.042438
ch8-8-b5 0.065483
Chebyshev1 0.005666
Chebyshev2 0.028414
Chebyshev3 0.054135
Chebyshev4 0.390376
Chem97Zt 0.006061
Chem97ZtZ 0.006232
chem_master1 0.004516
Chevron1 0.005896
Chevron2 0.015632
Chevron3 0.056250
Chevron4 0.102860
chipcool0 0.006942
chipcool1 0.006975
ch 0.004990
circuit_1 0.015403
circuit204 0.004907
circuit_2 0.021263
circuit_3 0.049004
circuit_4 0.140665
cis-n4c6-b13 0.005066
cis-n4c6-b14 0.003948
cis-n4c6-b2 0.004988
cis-n4c6-b3 0.005022
cis-n4c6-b4 0.004883
citationCiteseer 0.078378
cit-HepPh 0.011661
cit-HepTh 0.010998
cit-Patents 1.289441
ck400 0.004897
ck656 0.005010
ckt11752_dc_1 0.034448
cnr-2000 0.079485
co2010 0.024193
co5 0.005678
co9 0.006572
coater1 0.004904
coater2 0.006904
coAuthorsCiteseer 0.056062
coAuthorsDBLP 0.048621
commanche_dual 0.005048
comsol 0.005348
CO 0.137599
cond-mat-2003 0.007438
cond-mat-2005 0.009990
cond-mat 0.005243
conf5_0-4x4-10 0.005267
conf5_0-4x4-14 0.004983
conf5_0-4x4-18 0.004870
conf5_0-4x4-22 0.004937
conf5_0-4x4-26 0.005027
conf5_4-8x8-05 0.034254
conf5_4-8x8-10 0.034391
conf5_4-8x8-15 0.034194
conf5_4-8x8-20 0.034379
conf6_0-4x4-20 0.004336
conf6_0-4x4-30 0.004365
conf6_0-8x8-20 0.034405
conf6_0-8x8-30 0.034209
conf6_0-8x8-80 0.034475
consph 0.074122
cont11_l 0.105198
cont1_l 0.130627
cont-201 0.007277
cont-300 0.020773
cop20k_A 0.050703
coPapersCiteseer 0.454183
coPapersDBLP 0.490413
copter1 0.005731
copter2 0.014172
coupled 0.035274
cq5 0.005422
cq9 0.006043
cr42 0.005177
crack_dual 0.005007
crack 0.005053
crankseg_1 0.119788
crankseg_2 0.157062
crashbasis 0.033291
crplat2 0.015389
cryg10000 0.005053
cryg2500 0.005005
crystk01 0.005075
crystk02 0.014189
crystk03 0.023532
crystm01 0.004470
crystm02 0.007944
crystm03 0.011012
cs4 0.005253
ct2010 0.009183
ct20stif 0.040764
cti 0.004680
CurlCurl_0 0.005162
CurlCurl_1 0.048194
CurlCurl_2 0.161234
CurlCurl_3 0.231719
CurlCurl_4 0.493404
cvxbqp1 0.007005
cvxqp3 0.005028
cyl6 0.009375
cz10228 0.004974
cz1268 0.004959
cz148 0.005480
cz20468 0.005456
cz2548 0.004940
cz308 0.005016
cz40948 0.008546
cz5108 0.004901
cz628 0.005129
D6-6 0.005206
D_6 0.004964
D_7 0.005025
D_8 0.004946
D_9 0.004979
dano3mip 0.005965
darcy003 0.045348
data 0.004960
dawson5 0.023694
dbic1 0.028843
dbir1 0.029676
dbir2 0.035483
dblp-2010 0.039009
dc1 1.747720
de063155 0.004861
de063157 0.003942
de080285 0.004995
de2010 0.005245
debr 0.076898
degme 3.335024
delaunay_n10 0.004990
delaunay_n11 0.004949
delaunay_n12 0.004977
delaunay_n13 0.005043
delaunay_n14 0.004925
delaunay_n15 0.005326
delaunay_n16 0.007182
delaunay_n17 0.017245
delaunay_n18 0.032523
delaunay_n19 0.064053
delaunay_n20 0.129203
delaunay_n21 0.287866
delaunay_n22 0.685774
delaunay_n23 1.683518
delf 0.004886
deltaX 0.006527
denormal 0.020651
descriptor_xingo6u 0.005068
deter0 0.003921
deter1 0.005000
deter2 0.004976
deter3 0.005033
deter4 0.004975
deter5 0.004978
deter6 0.004979
deter7 0.004914
deter8 0.005181
df2177 0.005110
diag 0.004925
dictionary28 0.005444
dielFilterV2clx 0.387405
dixmaanl 0.005305
DK01R 0.005064
d_pretok 0.028615
dtoc 0.005437
Dubcova1 0.005416
Dubcova2 0.018078
Dubcova3 0.062692
dw1024 0.003862
dw2048 0.004919
dw256A 0.004960
dw256B 0.005062
dw4096 0.005191
dw8192 0.004936
dwa512 0.004932
dwb512 0.005063
dwg961a 0.004905
dwg961b 0.005225
dwt_1005 0.004927
dwt_1007 0.004991
dwt_1242 0.004968
dwt_2680 0.005042
dwt_310 0.004841
dwt_361 0.005000
dwt_512 0.004944
dwt_592 0.004915
dwt_607 0.004907
dwt_72 0.005032
dwt_758 0.004977
dwt_869 0.004907
dwt_878 0.004967
dwt_918 0.004955
dwt_992 0.005067
dynamicSoaringProblem_1 0.004991
dynamicSoaringProblem_2 0.005289
dynamicSoaringProblem_3 0.007681
dynamicSoaringProblem_4 0.007864
dynamicSoaringProblem_5 0.008099
dynamicSoaringProblem_6 0.008836
dynamicSoaringProblem_7 0.008871
dynamicSoaringProblem_8 0.008847
e18 0.005087
e40r0100 0.008656
EAT_RS 0.012759
EAT_SR 0.009042
ecl32 0.007002
ecology1 0.082260
ecology2 0.082264
email-Enron 0.014508
email-EuAll 0.058105
email 0.004904
Emilia_923 0.743292
engine 0.071815
enron 0.030531
EPA 0.010184
epb0 0.005043
epb1 0.005345
epb2 0.005043
epb3 0.007770
Erdos02 0.017645
Erdos972 0.005341
Erdos982 0.005372
Erdos992 0.005360
eris1176 0.005001
ESOC 0.117710
EternityII_A 0.014056
EternityII_E 0.253745
EternityII_Etilde 0.019876
eu-2005 0.415840
eurqsa 0.004984
ex10hs 0.005006
ex10 0.005087
ex11 0.016713
ex12 0.004992
ex13 0.003942
ex14 0.004878
ex15 0.005003
ex18 0.005748
ex19 0.007582
ex20 0.005212
ex21 0.004946
ex22 0.004899
ex23 0.004908
ex24 0.005158
ex25 0.004985
ex26 0.004934
ex27 0.004944
ex28 0.005001
ex29 0.004995
EX2 0.004944
ex31 0.005078
ex32 0.005093
ex33 0.005033
ex35 0.006423
ex36 0.004992
ex37 0.005083
EX3 0.004991
ex3sta1 0.005053
ex40 0.007496
EX4 0.005049
EX6 0.007238
ex7 0.004926
ex8 0.004872
ex9 0.004986
exdata_1 0.026521
extr1b 0.004934
extr1 0.004927
F1 0.366239
F2 0.066836
f855_mat9 0.004588
FA 0.004789
Fault_639 0.482036
fcondp2 0.149640
fd12 0.004977
fd15 0.003806
fd18 0.004925
fe_4elt2 0.004914
fe_body 0.006095
FEM_3D_thermal1 0.007652
FEM_3D_thermal2 0.057301
fe_ocean 0.017584
fe_rotor 0.024976
fe_sphere 0.004887
fe_tooth 0.018859
filter2D 0.005296
filter3D 0.051553
finan512 0.008346
finance256 0.005797
fl2010 0.054603
flickr 0.438972
flower_4_4 0.004962
flower_5_4 0.003808
flower_7_4 0.005681
flower_8_1 0.004943
flower_8_4 0.008345
flowmeter0 0.005008
flowmeter5 0.004987
foldoc 0.005162
fome11 0.005673
fome12 0.007347
fome13 0.010540
fome20 0.006974
fome21 0.011031
fpga_dcop_01 0.004902
fpga_dcop_04 0.004831
fpga_dcop_06 0.004986
fpga_dcop_07 0.004937
fpga_dcop_08 0.004989
fpga_dcop_10 0.005012
fpga_dcop_11 0.004999
fpga_trans_01 0.004911
fp 0.013790
Franz10 0.005001
Franz11 0.006629
Franz1 0.004911
Franz2 0.005044
Franz3 0.004901
Franz4 0.004942
Franz5 0.004872
Franz6 0.004991
Franz7 0.005061
Franz8 0.004934
Franz9 0.004985
freeFlyingRobot_10 0.015580
freeFlyingRobot_11 0.015873
freeFlyingRobot_12 0.016000
freeFlyingRobot_13 0.016982
freeFlyingRobot_14 0.016945
freeFlyingRobot_15 0.017431
freeFlyingRobot_16 0.017187
freeFlyingRobot_1 0.005259
freeFlyingRobot_2 0.005937
freeFlyingRobot_3 0.006716
freeFlyingRobot_4 0.008522
freeFlyingRobot_5 0.009627
freeFlyingRobot_6 0.010309
freeFlyingRobot_7 0.012012
freeFlyingRobot_8 0.013354
freeFlyingRobot_9 0.014019
fs_541_1 0.005000
fs_680_1 0.005200
fs_760_1 0.005094
fullb 0.162153
fv1 0.004890
fv2 0.004186
fv3 0.005063
fxm2-16 0.005003
fxm2-6 0.005043
fxm3_16 0.009492
fxm3_6 0.005135
fxm4_6 0.009439
FX_March2010 0.023225
G10 0.004986
G11 0.004995
G12 0.004984
G13 0.005061
G14 0.005113
G15 0.004940
G16 0.004924
G17 0.004991
G18 0.004942
G19 0.005122
G1 0.005105
G20 0.005014
G21 0.004978
G22 0.005115
G23 0.004924
G2_circuit 0.014916
G2 0.004970
G30 0.003931
G31 0.004888
G32 0.004964
G33 0.005078
G34 0.005017
G35 0.004936
G36 0.005128
G37 0.005121
G38 0.004944
G39 0.004993
G3_circuit 0.132609
G3 0.004988
g3rmt3m3 0.004980
G40 0.004980
G41 0.005022
G42 0.005143
G43 0.005069
G48 0.005342
G49 0.005021
G4 0.004909
G50 0.004922
G51 0.004932
G54 0.004962
G55 0.004988
G57 0.005153
G58 0.006948
G5 0.004905
G60 0.005143
G62 0.004966
G63 0.007008
G65 0.004983
G66 0.005308
G67 0.005000
G6 0.005422
g7jac010 0.004922
g7jac020 0.004901
g7jac040 0.004875
g7jac050sc 0.005496
g7jac060 0.006167
g7jac080 0.007043
g7jac100 0.008148
g7jac120 0.009342
g7jac140 0.010514
g7jac160 0.011284
g7jac180 0.014227
g7jac200 0.017022
G7 0.004982
G8 0.004987
Ga10As10H30 0.086775
Ga19As19H42 0.118401
ga2010 0.033533
Ga3As3H12 0.082046
Ga41As41H72 0.254289
GaAsH6 0.052205
gams60am 0.005004
garon1 0.004189
garon2 0.007099
gas_sensor 0.029758
GD00_c 0.004932
GD06_Java 0.003897
GD96_a 0.004973
Ge87H76 0.104695
Ge99H100 0.110992
gearbox 0.118313
gemat11 0.005290
gemat12 0.003925
gemat1 0.028140
ge 0.005036
gen2 0.009423
gen4 0.011315
geom 0.005074
germany_osm 1.013892
GL6_D_7 0.005125
GL6_D_8 0.004905
GL7d11 0.005448
GL7d12 0.004951
GL7d13 0.008772
GL7d14 0.047366
GL7d15 0.148519
GL7d16 0.352068
GL7d17 0.696395
GL7d22 0.196951
G_n_pin_pout 0.024586
goddardRocketProblem_1 0.004852
goddardRocketProblem_2 0.004894
goodwin 0.006218
gr_30_30 0.005012
graham1 0.006081
graphics 0.005004
gre_1107 0.004982
gre_512 0.005278
great-britain_osm 0.552526
grid2_dual 0.005040
grid2 0.004966
gridgena 0.008579
gsm_106857 0.389631
GT01R 0.006153
gupta1 0.059322
gupta2 0.088605
gupta3 0.130958
gyro_m 0.008457
gyro 0.016810
H2O 0.038753
halfb 0.167562
Hamrle2 0.004997
Hamrle3 0.121092
hangGlider_2 0.016740
hangGlider_3 0.048915
hangGlider_4 0.077875
hangGlider_5 0.074543
hcircuit 0.035640
heart1 0.019009
heart2 0.007490
helm2d03 0.049964
helm3d01 0.009247
hep-th 0.004966
HEP-th-new 0.012793
HFE18_96_in 0.014401
hi2010 0.006565
hood 0.159965
HTC_336_4438 0.231361
HTC_336_9129 0.233290
hugebubbles-00000 3.029688
hugebubbles-00010 5.482296
hugetrace-00000 0.419276
hugetrace-00010 1.834331
hugetrace-00020 3.151403
hugetric-00000 0.545577
hugetric-00010 1.199591
hugetric-00020 1.346589
human_gene1 0.304032
human_gene2 0.208179
hvdc1 0.005710
hvdc2 0.026986
hydr1 0.005148
ia2010 0.023396
ibm_matrix_2 0.046677
iChem_Jacobian 0.069527
id2010 0.020535
IG5-10 0.005531
IG5-11 0.005096
IG5-12 0.005057
IG5-13 0.004992
IG5-14 0.005570
IG5-15 0.006887
IG5-16 0.010114
IG5-17 0.020240
IG5-18 0.032812
igbt3 0.005966
iiasa 0.004977
il2010 0.046912
illc1033 0.005198
illc1850 0.003865
Ill_Stokes 0.006207
image_interp 0.014004
in-2004 0.407902
in2010 0.028823
init_adder1 0.015088
inlet 0.006396
ins2 4.685058
internet 0.011080
invextr1_new 0.027122
iprob 0.125712
italy_osm 0.428142
jagmesh1 0.004918
jagmesh2 0.005016
jagmesh3 0.004909
jagmesh4 0.005019
jagmesh5 0.005059
jagmesh6 0.005021
jagmesh7 0.005242
jagmesh8 0.005032
jagmesh9 0.005005
jan99jac020 0.005047
jan99jac040 0.005045
jan99jac060 0.004875
jan99jac080 0.005171
jan99jac100sc 0.005766
jan99jac120 0.006333
jendrec1 0.005012
jnlbrng1 0.005062
JP 0.153394
jpwh_991 0.003948
juba40k 0.005376
k1_san 0.007690
k3plates 0.006393
karted 0.529218
Kaufhold 0.004040
Kemelmacher 0.004024
kim1 0.017463
kim2 0.173466
kineticBatchReactor_1 0.004917
kineticBatchReactor_2 0.008418
kineticBatchReactor_3 0.009746
kineticBatchReactor_4 0.014902
kineticBatchReactor_5 0.016073
kineticBatchReactor_6 0.016848
kineticBatchReactor_7 0.017305
kineticBatchReactor_8 0.017150
kineticBatchReactor_9 0.017177
kkt_power 0.367960
kneser_10_4_1 0.031490
kneser_6_2_1 0.005175
kneser_8_3_1 0.004937
Kohonen 0.028460
kron_g500-logn16 0.143481
kron_g500-logn17 0.272676
kron_g500-logn18 0.579184
kron_g500-logn19 1.121816
ks2010 0.025063
Kuu 0.005468
ky2010 0.018664
l30 0.003920
L-9 0.005024
la2010 0.036875
laminar_duct3D 0.050044
landmark 0.017700
language 0.426660
largebasis 0.089624
large 0.005036
laser 0.003926
Lederberg 0.025570
LeGresley_2508 0.004956
LeGresley_4908 0.004965
LeGresley_87936 0.009297
LF10000 0.005051
LFAT5000 0.004927
lhr01 0.005014
lhr02 0.004983
lhr04 0.004913
lhr07 0.005427
lhr10 0.006609
lhr11 0.006321
lhr14 0.007392
lhr17 0.008394
lhr34c 0.017032
lhr34 0.017049
lhr71c 0.033144
lhr71 0.033139
light_in_tissue 0.007176
li 0.020682
Lin 0.030903
Linux_call_graph 0.049590
linverse 0.004979
L 0.004941
lns_3937 0.004908
lnsp3937 0.004979
lock1074 0.004949
lock2232 0.005087
lock3491 0.005644
lock_700 0.004989
lop163 0.004876
lowThrust_10 0.041531
lowThrust_11 0.040291
lowThrust_12 0.042171
lowThrust_13 0.042277
lowThrust_1 0.004962
lowThrust_2 0.007039
lowThrust_3 0.017153
lowThrust_4 0.031369
lowThrust_5 0.038391
lowThrust_6 0.038403
lowThrust_7 0.046919
lowThrust_8 0.044174
lowThrust_9 0.047631
lp1 9.398008
lp22 0.005002
lp_25fv47 0.004206
lp_80bau3b 0.004970
lp_agg2 0.003861
lp_agg3 0.005350
lp_bnl1 0.004963
lp_bnl2 0.004964
lp_cre_a 0.005534
lp_cre_c 0.005370
lp_cre_d 0.007044
lp_cycle 0.004991
lp_czprob 0.004997
lp_d2q06c 0.004914
lp_degen3 0.004982
lp_dfl001 0.005145
lp_fffff800 0.004978
lp_fit1p 0.004910
lp_fit2p 0.005198
lp_ganges 0.005012
lp_gfrd_pnc 0.005022
lp_greenbea 0.005205
lpi_bgindy 0.006968
lpi_ceria3d 0.004919
lpi_cplex1 0.015609
lpi_gosh 0.004899
lpi_gran 0.005014
lpi_greenbea 0.004988
lpi_klein3 0.004970
lp_ken_07 0.005033
lp_ken_11 0.005942
lp_ken_13 0.008127
lp_ken_18 0.015482
lpl1 0.008078
lpl2 0.005035
lpl3 0.005697
lp_maros 0.004880
lp_maros_r7 0.005029
lp_modszk1 0.005010
lp_nug07 0.005023
lp_nug08 0.004876
lp_nug12 0.004964
lp_nug15 0.004896
lp_nug20 0.008089
lp_nug30 0.030782
lp_osa_07 0.047986
lp_osa_14 0.096999
lp_osa_30 0.197330
lp_osa_60 0.703690
lp_pds_02 0.005029
lp_pds_06 0.004446
lp_pds_10 0.005207
lp_pds_20 0.006984
lp_perold 0.005042
lp_pilot87 0.004965
lp_pilot_ja 0.004976
lp_pilot 0.005032
lp_pilotnov 0.005091
lp_pilot_we 0.005236
lp_qap8 0.005030
lp_scfxm2 0.005019
lp_scfxm3 0.004912
lp_sctap2 0.004978
lp_sctap3 0.004943
lp_shell 0.006112
lp_ship08l 0.004947
lp_ship08s 0.005080
lp_ship12l 0.005055
lp_ship12s 0.004979
lp_sierra 0.004974
lp_stocfor2 0.005125
lp_stocfor3 0.005111
lp_woodw 0.008099
lshp1009 0.005155
lshp1270 0.004986
lshp1561 0.004903
lshp1882 0.004950
lshp2233 0.005028
lshp2614 0.005225
lshp3025 0.005020
lshp3466 0.004986
lshp_577 0.004992
lshp_778 0.005025
lung1 0.005047
lung2 0.007976
lutz30-23-b6 0.004998
luxembourg_osm 0.005918
M10PI_n1 0.004953
M10PI_n 0.004960
m133-b3 0.015855
m14b 0.068947
M20PI_n1 0.005082
M20PI_n 0.004964
m3plates 0.005398
M40PI_n1 0.004873
M40PI_n 0.005051
M6 1.338588
M80PI_n1 0.004890
M80PI_n 0.004976
ma2010 0.019181
mac_econ_fwd500 0.028959
mahindas 0.004915
majorbasis 0.033294
man_5976 0.005017
Maragal_2 0.005046
Maragal_3 0.005515
Maragal_4 0.005906
Maragal_5 0.007697
Maragal_6 0.023359
Maragal_7 0.059232
Maragal_8 0.046544
mario001 0.005485
mario002 0.045303
mark3jac020 0.004899
mark3jac020sc 0.004180
mark3jac040 0.005229
mark3jac040sc 0.005242
mark3jac060 0.006125
mark3jac060sc 0.006149
mark3jac080 0.006927
mark3jac080sc 0.006988
mark3jac100 0.007392
mark3jac100sc 0.007436
mark3jac120 0.008319
mark3jac120sc 0.008269
mark3jac140 0.009060
mark3jac140sc 0.009030
matrix_9 0.063857
matrix-new_3 0.105670
mc2depi 0.037545
mcfe 0.005111
md2010 0.017460
me2010 0.008476
meg1 0.005385
meg4 0.016243
memplus 0.008697
mesh3e1 0.004832
mesh3em5 0.005017
mesh_deform 0.015966
mhd1280a 0.005465
mi2010 0.035651
mimo28x28_system 0.004933
mimo46x46_system 0.003924
mimo8x8_system 0.005093
minnesota 0.005279
minsurfo 0.004959
mip1 0.439253
MISKnowledgeMap 0.004972
mixtank_new 0.028939
mk10-b1 0.005159
mk10-b2 0.004221
mk10-b3 0.005216
mk11-b1 0.004999
mk11-b2 0.004992
mk11-b3 0.005027
mk11-b4b 0.005037
mk11-b4 0.004987
mk12-b1 0.003920
mk12-b2 0.004912
mk12-b3 0.005034
mk12-b4 0.006453
mk13-b5 0.016886
mk9-b2 0.004987
mk9-b3 0.005175
mn2010 0.035447
mo2010 0.037033
mod2 0.008047
model10 0.005105
model3 0.004939
model4 0.004873
model5 0.005169
model6 0.004877
model7 0.005011
model8 0.004942
model9 0.004977
mouse_gene 0.421943
mri1 0.011194
mri2 0.010909
ms2010 0.019774
msc00726 0.004916
msc01050 0.004926
msc01440 0.005301
msc04515 0.005012
msc10848 0.018766
msc23052 0.018476
msdoor 0.297615
m_t1 0.113107
mt2010 0.016603
mult_dcop_01 0.235473
mult_dcop_03 0.235561
Muu 0.005176
n2c6-b3 0.004968
n2c6-b4 0.005000
n2c6-b5 0.005023
n2c6-b6 0.004923
n2c6-b7 0.004982
n2c6-b8 0.005016
n3c6-b10 0.005244
n3c6-b3 0.004912
n3c6-b4 0.004957
n3c6-b5 0.005399
n3c6-b6 0.005136
n3c6-b7 0.004893
n3c6-b8 0.005116
n3c6-b9 0.004911
n4c5-b3 0.004957
n4c5-b4 0.004943
n4c5-b5 0.004958
n4c5-b6 0.004955
n4c5-b7 0.004943
n4c5-b8 0.004934
n4c5-b9 0.004996
n4c6-b10 0.030207
n4c6-b11 0.017397
n4c6-b12 0.007279
n4c6-b13 0.005022
n4c6-b14 0.004930
