Matrix millisec_spmv
bodyy4 0.004882
bodyy5 0.005259
bodyy6 0.004861
bone010 1.011246
boneS01 0.088683
boneS10 0.825775
boyd1 0.749096
boyd2 3.745612
bp_0 0.006774
bp_1000 0.005548
bp_1200 0.005673
bp_1400 0.005761
bp_1600 0.005470
bp_200 0.007433
bp_400 0.007576
bp_600 0.005458
bp_800 0.005448
brack2 0.014652
brainpc2 0.145150
bratu3d 0.004785
Bump_2911 1.096697
bundle1 0.012810
bundle_adj 0.337812
bwm2000 0.004940
bwm200 0.004997
c-18 0.004968
c-19 0.005031
c-20 0.004864
c-21 0.004973
c-22 0.004891
c-23 0.008824
c-24 0.004945
c-25 0.005861
c-26 0.007220
c-27 0.006041
c-28 0.006752
c-29 0.006996
c-30 0.012170
c-31 0.005446
c-32 0.012278
c-33 0.011118
c-34 0.007442
c-35 0.008194
c-36 0.009538
c-37 0.006868
c-38 0.007879
c-39 0.007053
c-40 0.019246
c-41 0.007831
c-42 0.009227
c-43 0.017152
c-44 0.010348
c-45 0.015413
c-46 0.017134
c-47 0.013865
c-48 0.009912
c-49 0.020005
c-50 0.021756
c-51 0.020264
c-52 0.020815
c-53 0.027043
c-54 0.015116
c-55 0.020572
c-56 0.012630
c-57 0.063388
c-58 0.038959
c-59 0.026649
c-60 0.031331
c-61 0.039906
c-62ghs 0.038747
c-62 0.038699
c-63 0.028072
c-64b 0.090896
c-64 0.080755
c-65 0.036762
c-66 0.034743
c-67b 0.018780
c-67 0.018708
c-68 0.033290
c-69 0.030825
c-70 0.043529
c-71 0.067973
c-72 0.083688
c-73b 0.628024
c-73 0.628050
c8_mat11_I 0.028021
c8_mat11 0.028232
ca2010 0.072200
ca-AstroPh 0.009980
ca-CondMat 0.007821
cage10 0.004985
cage11 0.008769
cage12 0.035050
cage13 0.113535
cage8 0.003923
cage9 0.005053
CAG_mat1916 0.004945
ca-GrQc 0.005086
ca-HepPh 0.007957
ca-HepTh 0.005021
caidaRouterLevel 0.041251
California 0.008206
can_1054 0.004885
can_1072 0.004939
can_634 0.005025
can_715 0.004920
can_838 0.004981
cant 0.048727
car4 0.004819
case39 0.103321
case9 0.042442
cat_ears_2_4 0.004774
cat_ears_3_4 0.005023
cat_ears_4_4 0.004966
cavity05 0.004942
cavity06 0.004924
cavity07 0.004917
cavity08 0.004907
cavity09 0.005041
cavity10 0.004987
cavity11 0.004981
cavity12 0.004988
cavity13 0.004986
cavity14 0.004899
cavity15 0.005003
cavity16 0.005255
cavity17 0.005209
cavity18 0.005240
cavity19 0.005253
cavity20 0.005225
cavity21 0.005182
cavity22 0.005238
cavity23 0.005198
cavity24 0.005247
cavity25 0.005273
cavity26 0.005201
c-big 0.356402
cbuckle 0.008720
cca 0.004263
ccc 0.004396
cdde1 0.005239
cdde2 0.004937
cdde3 0.004966
cdde4 0.004927
cdde5 0.005579
cdde6 0.004998
cegb2802 0.004862
cegb2919 0.004824
cegb3024 0.004999
cegb3306 0.004923
cell1 0.004945
cell2 0.004984
cep1 0.004981
cfd1 0.031057
cfd2 0.050115
ch5-5-b2 0.005010
ch5-5-b3 0.003978
ch6-6-b2 0.005047
ch6-6-b3 0.005025
ch6-6-b4 0.005003
ch7-6-b1 0.004961
ch7-6-b2 0.004976
ch7-6-b3 0.005007
ch7-6-b4 0.005035
ch7-6-b5 0.005023
ch7-7-b1 0.004942
ch7-7-b2 0.005066
ch7-7-b5 0.005409
ch7-8-b1 0.004976
ch7-8-b2 0.005018
ch7-8-b3 0.004994
ch7-8-b4 0.016202
ch7-8-b5 0.017443
ch7-9-b1 0.004891
ch7-9-b2 0.005114
ch7-9-b3 0.006276
ch7-9-b4 0.033841
ch7-9-b5 0.047525
ch8-8-b1 0.004922
ch8-8-b2 0.003930
ch8-8-b3 0.006327
ch8-8-b4 0.042400
ch8-8-b5 0.065504
Chebyshev1 0.005665
Chebyshev2 0.028383
Chebyshev3 0.054234
Chebyshev4 0.380347
Chem97Zt 0.006034
Chem97ZtZ 0.006218
chem_master1 0.005188
Chevron1 0.005847
Chevron2 0.015565
Chevron3 0.055770
Chevron4 0.101828
chipcool0 0.006843
chipcool1 0.006887
ch 0.004863
circuit_1 0.015396
circuit204 0.004981
circuit_2 0.021242
circuit_3 0.048932
circuit_4 0.140674
cis-n4c6-b13 0.004982
cis-n4c6-b14 0.005047
cis-n4c6-b2 0.004987
cis-n4c6-b3 0.005149
cis-n4c6-b4 0.005032
citationCiteseer 0.074883
cit-HepPh 0.010820
cit-HepTh 0.010506
cit-Patents 1.244022
ck400 0.005159
ck656 0.005255
ckt11752_dc_1 0.034336
cnr-2000 0.079240
co2010 0.023084
co5 0.005707
co9 0.006575
coater1 0.005074
coater2 0.006852
coAuthorsCiteseer 0.055511
coAuthorsDBLP 0.047336
commanche_dual 0.005113
comsol 0.005322
CO 0.133541
cond-mat-2003 0.007262
cond-mat-2005 0.009407
cond-mat 0.004977
conf5_0-4x4-10 0.004995
conf5_0-4x4-14 0.004959
conf5_0-4x4-18 0.004396
conf5_0-4x4-22 0.005123
conf5_0-4x4-26 0.005005
conf5_4-8x8-05 0.031843
conf5_4-8x8-10 0.031900
conf5_4-8x8-15 0.031840
conf5_4-8x8-20 0.031814
conf6_0-4x4-20 0.004388
conf6_0-4x4-30 0.004356
conf6_0-8x8-20 0.031832
conf6_0-8x8-30 0.031828
conf6_0-8x8-80 0.031858
consph 0.071737
cont11_l 0.104973
cont1_l 0.130304
cont-201 0.007289
cont-300 0.020769
cop20k_A 0.050461
coPapersCiteseer 0.454364
coPapersDBLP 0.494199
copter1 0.005699
copter2 0.014074
coupled 0.034952
cq5 0.005435
cq9 0.006035
cr42 0.004895
crack_dual 0.005100
crack 0.004998
crankseg_1 0.119883
crankseg_2 0.158057
crashbasis 0.033247
crplat2 0.015331
cryg10000 0.005239
cryg2500 0.004967
crystk01 0.005055
crystk02 0.014085
crystk03 0.023140
crystm01 0.004464
crystm02 0.007936
crystm03 0.011036
cs4 0.004969
ct2010 0.008776
ct20stif 0.039727
cti 0.004700
CurlCurl_0 0.005102
CurlCurl_1 0.047821
CurlCurl_2 0.159232
CurlCurl_3 0.230803
CurlCurl_4 0.488957
cvxbqp1 0.007045
cvxqp3 0.004975
cyl6 0.009293
cz10228 0.005117
cz1268 0.004884
cz148 0.004964
cz20468 0.005481
cz2548 0.004957
cz308 0.004907
cz40948 0.008574
cz5108 0.005251
cz628 0.004882
D6-6 0.005236
D_6 0.004943
D_7 0.004984
D_8 0.004911
D_9 0.005020
dano3mip 0.005110
darcy003 0.042892
data 0.004964
dawson5 0.023677
dbic1 0.028294
dbir1 0.029584
dbir2 0.034045
dblp-2010 0.038451
dc1 1.742900
de063155 0.004954
de063157 0.003820
de080285 0.004981
de2010 0.005192
debr 0.076939
degme 3.329154
delaunay_n10 0.004975
delaunay_n11 0.005160
delaunay_n12 0.004986
delaunay_n13 0.005014
delaunay_n14 0.005003
delaunay_n15 0.005356
delaunay_n16 0.007199
delaunay_n17 0.017102
delaunay_n18 0.032332
delaunay_n19 0.063759
delaunay_n20 0.128844
delaunay_n21 0.289186
delaunay_n22 0.680574
delaunay_n23 1.618827
delf 0.004863
deltaX 0.006483
denormal 0.020735
descriptor_xingo6u 0.004903
deter0 0.005023
deter1 0.005021
deter2 0.004937
deter3 0.005009
deter4 0.005282
deter5 0.005052
deter6 0.004982
deter7 0.005067
deter8 0.005061
df2177 0.005072
diag 0.005142
dictionary28 0.005474
dielFilterV2clx 0.379800
dixmaanl 0.005318
DK01R 0.005017
d_pretok 0.028146
dtoc 0.005085
Dubcova1 0.006342
Dubcova2 0.018924
Dubcova3 0.067194
dw1024 0.005019
dw2048 0.003996
dw256A 0.005058
dw256B 0.004942
dw4096 0.004911
dw8192 0.005050
dwa512 0.005014
dwb512 0.004888
dwg961a 0.005001
dwg961b 0.004889
dwt_1005 0.004946
dwt_1007 0.004976
dwt_1242 0.004984
dwt_2680 0.004934
dwt_310 0.004878
dwt_361 0.004982
dwt_512 0.005003
dwt_592 0.005217
dwt_607 0.004990
dwt_72 0.005493
dwt_758 0.005005
dwt_869 0.005029
dwt_878 0.004970
dwt_918 0.005092
dwt_992 0.005120
dynamicSoaringProblem_1 0.005040
dynamicSoaringProblem_2 0.005299
dynamicSoaringProblem_3 0.007672
dynamicSoaringProblem_4 0.007869
dynamicSoaringProblem_5 0.008125
dynamicSoaringProblem_6 0.008904
dynamicSoaringProblem_7 0.008897
dynamicSoaringProblem_8 0.008888
e18 0.004878
e40r0100 0.008661
EAT_RS 0.012334
EAT_SR 0.008351
ecl32 0.007031
ecology1 0.081905
ecology2 0.081883
email-Enron 0.014379
email-EuAll 0.058030
email 0.004996
Emilia_923 0.680444
engine 0.070271
enron 0.029382
EPA 0.010100
epb0 0.003945
epb1 0.005181
epb2 0.004908
epb3 0.007797
Erdos02 0.017619
Erdos972 0.005359
Erdos982 0.005319
Erdos992 0.005381
eris1176 0.004999
ESOC 0.116112
EternityII_A 0.013748
EternityII_E 0.252718
EternityII_Etilde 0.019299
eu-2005 0.401568
eurqsa 0.004960
ex10hs 0.004908
ex10 0.004922
ex11 0.016514
ex12 0.004957
ex13 0.005055
ex14 0.004964
ex15 0.005050
ex18 0.004987
ex19 0.006554
ex20 0.004834
ex21 0.005041
ex22 0.005116
ex23 0.004941
ex24 0.005109
ex25 0.004957
ex26 0.005187
ex27 0.005020
ex28 0.004943
ex29 0.005031
EX2 0.005009
ex31 0.005055
ex32 0.004870
ex33 0.005080
ex35 0.006440
ex36 0.005121
ex37 0.005044
EX3 0.005082
ex3sta1 0.004996
ex40 0.007422
EX4 0.004918
EX6 0.007251
ex7 0.005040
ex8 0.004992
ex9 0.004883
exdata_1 0.026496
extr1b 0.004975
extr1 0.003919
F1 0.363113
F2 0.066054
f855_mat9 0.004581
FA 0.004935
Fault_639 0.443405
fcondp2 0.137691
fd12 0.005001
fd15 0.004892
fd18 0.005014
fe_4elt2 0.005126
fe_body 0.006096
FEM_3D_thermal1 0.007702
FEM_3D_thermal2 0.057406
fe_ocean 0.017547
fe_rotor 0.024754
fe_sphere 0.004937
fe_tooth 0.018826
filter2D 0.005048
filter3D 0.049925
finan512 0.008348
finance256 0.005799
fl2010 0.052131
flickr 0.406792
flower_4_4 0.005006
flower_5_4 0.004072
flower_7_4 0.005673
flower_8_1 0.005494
flower_8_4 0.008105
flowmeter0 0.004996
flowmeter5 0.005003
foldoc 0.005149
fome11 0.005658
fome12 0.007358
fome13 0.010400
fome20 0.006942
fome21 0.010970
fpga_dcop_01 0.005095
fpga_dcop_04 0.004971
fpga_dcop_06 0.004944
fpga_dcop_07 0.004896
fpga_dcop_08 0.004978
fpga_dcop_10 0.005027
fpga_dcop_11 0.005072
fpga_trans_01 0.004997
fp 0.012538
Franz10 0.004962
Franz11 0.005712
Franz1 0.004855
Franz2 0.005012
Franz3 0.004913
Franz4 0.005087
Franz5 0.004889
Franz6 0.004998
Franz7 0.004985
Franz8 0.004951
Franz9 0.004935
freeFlyingRobot_10 0.015666
freeFlyingRobot_11 0.015938
freeFlyingRobot_12 0.016001
freeFlyingRobot_13 0.017013
freeFlyingRobot_14 0.016930
freeFlyingRobot_15 0.017395
freeFlyingRobot_16 0.017229
freeFlyingRobot_1 0.004982
freeFlyingRobot_2 0.005935
freeFlyingRobot_3 0.006731
freeFlyingRobot_4 0.008510
freeFlyingRobot_5 0.009629
freeFlyingRobot_6 0.010306
freeFlyingRobot_7 0.012000
freeFlyingRobot_8 0.013300
freeFlyingRobot_9 0.014051
fs_541_1 0.004888
fs_680_1 0.004965
fs_760_1 0.004925
fullb 0.154656
fv1 0.005295
fv2 0.004951
fv3 0.004936
fxm2-16 0.004996
fxm2-6 0.004994
fxm3_16 0.009566
fxm3_6 0.004913
fxm4_6 0.009377
FX_March2010 0.020589
G10 0.004918
G11 0.004951
G12 0.004970
G13 0.005194
G14 0.004963
G15 0.005052
G16 0.005021
G17 0.005132
G18 0.004945
G19 0.005014
G1 0.005049
G20 0.005040
G21 0.004939
G22 0.005001
G23 0.005149
G2_circuit 0.014841
G2 0.004974
G30 0.004993
G31 0.004894
G32 0.005011
G33 0.005046
G34 0.005041
G35 0.005234
G36 0.005024
G37 0.005121
G38 0.004887
G39 0.004977
G3_circuit 0.128474
G3 0.004956
g3rmt3m3 0.004742
G40 0.005182
G41 0.005063
G42 0.004858
G43 0.004992
G48 0.004977
G49 0.004981
G4 0.004939
G50 0.004911
G51 0.005153
G54 0.004892
G55 0.005023
G57 0.005053
G58 0.007721
G5 0.004914
G60 0.004929
G62 0.005106
G63 0.007739
G65 0.004948
G66 0.005196
G67 0.005046
G6 0.005122
g7jac010 0.005066
g7jac020 0.004872
g7jac040 0.005325
g7jac050sc 0.006031
g7jac060 0.006587
g7jac080 0.007753
g7jac100 0.008882
g7jac120 0.010287
g7jac140 0.011573
g7jac160 0.012439
g7jac180 0.015129
g7jac200 0.017633
G7 0.005096
G8 0.005049
Ga10As10H30 0.087727
Ga19As19H42 0.117893
ga2010 0.031800
Ga3As3H12 0.081052
Ga41As41H72 0.247013
GaAsH6 0.051285
gams60am 0.005073
garon1 0.004202
garon2 0.007112
gas_sensor 0.031986
GD00_c 0.005264
GD06_Java 0.004023
GD96_a 0.004964
Ge87H76 0.105835
Ge99H100 0.111186
gearbox 0.113328
gemat11 0.005015
gemat12 0.003912
gemat1 0.028141
ge 0.004939
gen2 0.009459
gen4 0.011305
geom 0.005102
germany_osm 0.998799
GL6_D_7 0.004996
GL6_D_8 0.004978
GL7d11 0.005003
GL7d12 0.004891
GL7d13 0.007429
GL7d14 0.038806
GL7d15 0.127738
GL7d16 0.359977
GL7d17 0.646318
GL7d22 0.190341
G_n_pin_pout 0.024072
goddardRocketProblem_1 0.004869
goddardRocketProblem_2 0.004950
goodwin 0.006256
gr_30_30 0.004976
graham1 0.006073
graphics 0.005011
gre_1107 0.005103
gre_512 0.004986
great-britain_osm 0.544616
grid2_dual 0.005033
grid2 0.004945
gridgena 0.008599
gsm_106857 0.383372
GT01R 0.006126
gupta1 0.059402
gupta2 0.086966
gupta3 0.128919
gyro_m 0.008487
gyro 0.016471
H2O 0.037942
halfb 0.156268
Hamrle2 0.005011
Hamrle3 0.111908
hangGlider_2 0.016759
hangGlider_3 0.048861
hangGlider_4 0.077561
hangGlider_5 0.074356
hcircuit 0.035564
heart1 0.018414
heart2 0.006508
helm2d03 0.047823
helm3d01 0.007811
hep-th 0.004943
HEP-th-new 0.010502
HFE18_96_in 0.013111
hi2010 0.005429
hood 0.151134
HTC_336_4438 0.227847
HTC_336_9129 0.222344
hugebubbles-00000 3.088343
hugebubbles-00010 5.378648
hugetrace-00000 0.420868
hugetrace-00010 1.892584
hugetrace-00020 3.129129
hugetric-00000 0.546090
hugetric-00010 1.200436
hugetric-00020 1.350401
human_gene1 0.291772
human_gene2 0.200976
hvdc1 0.005381
hvdc2 0.026254
hydr1 0.005026
ia2010 0.022033
ibm_matrix_2 0.044997
iChem_Jacobian 0.067808
id2010 0.019835
IG5-10 0.005066
IG5-11 0.003973
IG5-12 0.005019
IG5-13 0.004993
IG5-14 0.005543
IG5-15 0.006823
IG5-16 0.009908
IG5-17 0.018905
IG5-18 0.031346
igbt3 0.005961
iiasa 0.005105
il2010 0.044403
illc1033 0.005026
illc1850 0.003869
Ill_Stokes 0.006106
image_interp 0.014005
in-2004 0.397245
in2010 0.027300
init_adder1 0.015075
inlet 0.006389
ins2 4.684111
internet 0.010700
invextr1_new 0.026578
iprob 0.125712
italy_osm 0.420178
jagmesh1 0.004944
jagmesh2 0.005110
jagmesh3 0.005496
jagmesh4 0.004918
jagmesh5 0.004891
jagmesh6 0.004886
jagmesh7 0.004952
jagmesh8 0.005029
jagmesh9 0.004900
jan99jac020 0.004956
jan99jac040 0.004908
jan99jac060 0.005620
jan99jac080 0.006019
jan99jac100sc 0.006683
jan99jac120 0.007399
jendrec1 0.005036
jnlbrng1 0.005189
JP 0.151006
jpwh_991 0.004813
juba40k 0.005026
k1_san 0.008192
k3plates 0.006713
karted 0.537110
Kaufhold 0.005062
Kemelmacher 0.005004
kim1 0.017485
kim2 0.168942
kineticBatchReactor_1 0.004907
kineticBatchReactor_2 0.008453
kineticBatchReactor_3 0.009767
kineticBatchReactor_4 0.014951
kineticBatchReactor_5 0.016082
kineticBatchReactor_6 0.016880
kineticBatchReactor_7 0.017127
kineticBatchReactor_8 0.017027
kineticBatchReactor_9 0.017025
kkt_power 0.332086
kneser_10_4_1 0.028677
kneser_6_2_1 0.004999
kneser_8_3_1 0.003794
Kohonen 0.028392
kron_g500-logn16 0.150317
kron_g500-logn17 0.263167
kron_g500-logn18 0.549670
kron_g500-logn19 1.048593
ks2010 0.024118
Kuu 0.005517
ky2010 0.017938
l30 0.005067
L-9 0.003939
la2010 0.036003
laminar_duct3D 0.050777
landmark 0.018589
language 0.441648
largebasis 0.089200
large 0.004881
laser 0.003924
Lederberg 0.025559
LeGresley_2508 0.004934
LeGresley_4908 0.004908
LeGresley_87936 0.009269
LF10000 0.004890
LFAT5000 0.004964
lhr01 0.005138
lhr02 0.004948
lhr04 0.005357
lhr07 0.005450
lhr10 0.006581
lhr11 0.006330
lhr14 0.007347
lhr17 0.008477
lhr34c 0.016788
lhr34 0.016818
lhr71c 0.031972
lhr71 0.032030
light_in_tissue 0.007217
li 0.019931
Lin 0.031042
Linux_call_graph 0.049037
linverse 0.003917
L 0.005084
lns_3937 0.004943
lnsp3937 0.005299
lock1074 0.004860
lock2232 0.005036
lock3491 0.004946
lock_700 0.004930
lop163 0.004923
lowThrust_10 0.041571
lowThrust_11 0.040309
lowThrust_12 0.042250
lowThrust_13 0.042313
lowThrust_1 0.004949
lowThrust_2 0.007034
lowThrust_3 0.017129
lowThrust_4 0.031302
lowThrust_5 0.038352
lowThrust_6 0.038425
lowThrust_7 0.040136
lowThrust_8 0.037860
lowThrust_9 0.040831
lp1 9.388049
lp22 0.004978
lp_25fv47 0.004203
lp_80bau3b 0.005036
lp_agg2 0.004989
lp_agg3 0.005077
lp_bnl1 0.005023
lp_bnl2 0.004890
lp_cre_a 0.006443
lp_cre_c 0.006300
lp_cre_d 0.008273
lp_cycle 0.004916
lp_czprob 0.005733
lp_d2q06c 0.004990
lp_degen3 0.005419
lp_dfl001 0.005691
lp_fffff800 0.005091
lp_fit1p 0.004883
lp_fit2p 0.004895
lp_ganges 0.005021
lp_gfrd_pnc 0.005091
lp_greenbea 0.005005
lpi_bgindy 0.008048
lpi_ceria3d 0.005487
lpi_cplex1 0.018194
lpi_gosh 0.005582
lpi_gran 0.004895
lpi_greenbea 0.004996
lpi_klein3 0.004925
lp_ken_07 0.004990
lp_ken_11 0.006833
lp_ken_13 0.009483
lp_ken_18 0.017898
lpl1 0.009251
lpl2 0.004863
lpl3 0.006622
lp_maros 0.005020
lp_maros_r7 0.005038
lp_modszk1 0.004902
lp_nug07 0.005045
lp_nug08 0.004998
lp_nug12 0.005019
lp_nug15 0.004988
lp_nug20 0.009440
lp_nug30 0.033738
lp_osa_07 0.054698
lp_osa_14 0.112733
lp_osa_30 0.209499
lp_osa_60 0.703166
lp_pds_02 0.004000
lp_pds_06 0.004938
lp_pds_10 0.005230
lp_pds_20 0.006984
lp_perold 0.004918
lp_pilot87 0.004980
lp_pilot_ja 0.004897
lp_pilot 0.004974
lp_pilotnov 0.004978
lp_pilot_we 0.004942
lp_qap8 0.004975
lp_scfxm2 0.004966
lp_scfxm3 0.005050
lp_sctap2 0.005032
lp_sctap3 0.005137
lp_shell 0.005224
lp_ship08l 0.004899
lp_ship08s 0.004904
lp_ship12l 0.004954
lp_ship12s 0.005319
lp_sierra 0.005025
lp_stocfor2 0.004909
lp_stocfor3 0.004972
lp_woodw 0.006984
lshp1009 0.004902
lshp1270 0.004979
lshp1561 0.005012
lshp1882 0.004920
lshp2233 0.004946
lshp2614 0.005026
lshp3025 0.004986
lshp3466 0.004972
lshp_577 0.005071
lshp_778 0.005010
lung1 0.005048
lung2 0.007944
lutz30-23-b6 0.005009
luxembourg_osm 0.005835
M10PI_n1 0.005001
M10PI_n 0.005032
m133-b3 0.015957
m14b 0.067718
M20PI_n1 0.004907
M20PI_n 0.004261
m3plates 0.004882
M40PI_n1 0.004939
M40PI_n 0.005044
M6 1.326668
M80PI_n1 0.004992
M80PI_n 0.005261
ma2010 0.018315
mac_econ_fwd500 0.028793
mahindas 0.005209
majorbasis 0.033302
man_5976 0.005049
Maragal_2 0.003959
Maragal_3 0.005563
Maragal_4 0.005875
Maragal_5 0.007743
Maragal_6 0.022789
Maragal_7 0.058928
Maragal_8 0.045742
mario001 0.005490
mario002 0.042846
mark3jac020 0.004865
mark3jac020sc 0.003886
mark3jac040 0.005074
mark3jac040sc 0.004982
mark3jac060 0.005280
mark3jac060sc 0.005286
mark3jac080 0.005956
mark3jac080sc 0.005976
mark3jac100 0.006325
mark3jac100sc 0.006299
mark3jac120 0.007121
mark3jac120sc 0.007067
mark3jac140 0.007755
mark3jac140sc 0.007704
matrix_9 0.063903
matrix-new_3 0.107333
mc2depi 0.038436
mcfe 0.005016
md2010 0.018039
me2010 0.009247
meg1 0.005000
meg4 0.018408
memplus 0.009853
mesh3e1 0.004924
mesh3em5 0.005019
mesh_deform 0.016552
mhd1280a 0.005008
mi2010 0.035854
mimo28x28_system 0.005186
mimo46x46_system 0.004167
mimo8x8_system 0.005143
minnesota 0.005159
minsurfo 0.005280
mip1 0.450462
MISKnowledgeMap 0.005115
mixtank_new 0.028566
mk10-b1 0.005084
mk10-b2 0.003944
mk10-b3 0.004890
mk11-b1 0.005079
mk11-b2 0.004936
mk11-b3 0.005033
mk11-b4b 0.004991
mk11-b4 0.005069
mk12-b1 0.005258
mk12-b2 0.004991
mk12-b3 0.004999
mk12-b4 0.006441
mk13-b5 0.016878
mk9-b2 0.004993
mk9-b3 0.003869
mn2010 0.034576
mo2010 0.035194
mod2 0.008094
model10 0.005110
model3 0.003923
model4 0.003867
model5 0.004896
model6 0.004043
model7 0.004936
model8 0.004974
model9 0.005198
mouse_gene 0.386135
mri1 0.011295
mri2 0.011010
ms2010 0.019018
msc00726 0.004934
msc01050 0.003843
msc01440 0.005324
msc04515 0.004988
msc10848 0.018843
msc23052 0.018104
msdoor 0.276533
m_t1 0.111264
mt2010 0.015883
mult_dcop_01 0.235194
mult_dcop_03 0.235225
Muu 0.005169
n2c6-b3 0.005040
n2c6-b4 0.004960
n2c6-b5 0.005011
n2c6-b6 0.004986
n2c6-b7 0.004911
n2c6-b8 0.005004
n3c6-b10 0.004944
n3c6-b3 0.004952
n3c6-b4 0.004912
n3c6-b5 0.005040
n3c6-b6 0.005403
n3c6-b7 0.004929
n3c6-b8 0.005135
n3c6-b9 0.004902
n4c5-b3 0.004903
n4c5-b4 0.005007
n4c5-b5 0.005002
n4c5-b6 0.005010
n4c5-b7 0.004957
n4c5-b8 0.004975
n4c5-b9 0.004908
n4c6-b10 0.030201
n4c6-b11 0.017407
n4c6-b12 0.007337
n4c6-b13 0.005081
n4c6-b14 0.004966
