Matrix millisec_spmv
cavity17 0.005220
cavity18 0.005094
cavity19 0.005177
cavity20 0.005103
cavity21 0.005259
cavity22 0.005162
cavity23 0.005223
cavity24 0.005125
cavity25 0.005224
cavity26 0.005339
c-big 0.344143
cbuckle 0.010964
cca 0.004342
ccc 0.004989
cdde1 0.004880
cdde2 0.004903
cdde3 0.005018
cdde4 0.004954
cdde5 0.005027
cdde6 0.004899
cegb2802 0.004951
cegb2919 0.005089
cegb3024 0.004931
cegb3306 0.005197
cell1 0.005032
cell2 0.004970
cep1 0.005030
cfd1 0.045154
cfd2 0.075858
ch5-5-b2 0.004947
ch5-5-b3 0.003878
ch6-6-b2 0.005012
ch6-6-b3 0.004974
ch6-6-b4 0.003920
ch7-6-b1 0.005004
ch7-6-b2 0.005092
ch7-6-b3 0.005008
ch7-6-b4 0.005023
ch7-6-b5 0.004974
ch7-7-b1 0.004931
ch7-7-b2 0.005065
ch7-7-b5 0.005499
ch7-8-b1 0.004904
ch7-8-b2 0.005057
ch7-8-b3 0.005903
ch7-8-b4 0.025578
ch7-8-b5 0.026396
ch7-9-b1 0.005021
ch7-9-b2 0.003883
ch7-9-b3 0.007967
ch7-9-b4 0.053945
ch7-9-b5 0.073470
ch8-8-b1 0.005027
ch8-8-b2 0.004956
ch8-8-b3 0.007330
ch8-8-b4 0.058699
ch8-8-b5 0.090993
Chebyshev1 0.005015
Chebyshev2 0.024262
Chebyshev3 0.046557
Chebyshev4 0.353338
Chem97Zt 0.006068
Chem97ZtZ 0.006205
chem_master1 0.004893
Chevron1 0.006519
Chevron2 0.021766
Chevron3 0.079825
Chevron4 0.145552
chipcool0 0.007767
chipcool1 0.007768
ch 0.005034
circuit_1 0.015416
circuit204 0.004927
circuit_2 0.021317
circuit_3 0.048911
circuit_4 0.145041
cis-n4c6-b13 0.004947
cis-n4c6-b14 0.004840
cis-n4c6-b2 0.005030
cis-n4c6-b3 0.005041
cis-n4c6-b4 0.004988
citationCiteseer 0.085389
cit-HepPh 0.011205
cit-HepTh 0.009836
cit-Patents 1.130408
ck400 0.004935
ck656 0.005026
ckt11752_dc_1 0.034168
cnr-2000 0.094122
co2010 0.028995
co5 0.005626
co9 0.007067
coater1 0.005001
coater2 0.006827
coAuthorsCiteseer 0.053463
coAuthorsDBLP 0.060070
commanche_dual 0.004961
comsol 0.004565
CO 0.182426
cond-mat-2003 0.006504
cond-mat-2005 0.008791
cond-mat 0.005091
conf5_0-4x4-10 0.004904
conf5_0-4x4-14 0.004912
conf5_0-4x4-18 0.005055
conf5_0-4x4-22 0.004883
conf5_0-4x4-26 0.004974
conf5_4-8x8-05 0.045982
conf5_4-8x8-10 0.046013
conf5_4-8x8-15 0.045995
conf5_4-8x8-20 0.046035
conf6_0-4x4-20 0.004182
conf6_0-4x4-30 0.004916
conf6_0-8x8-20 0.045988
conf6_0-8x8-30 0.046039
conf6_0-8x8-80 0.045981
consph 0.087084
cont11_l 0.140147
cont1_l 0.186805
cont-201 0.009654
cont-300 0.030909
cop20k_A 0.074087
coPapersCiteseer 0.510698
coPapersDBLP 0.577232
copter1 0.005980
copter2 0.020050
coupled 0.034985
cq5 0.005420
cq9 0.006358
cr42 0.004927
crack_dual 0.005082
crack 0.004934
crankseg_1 0.116356
crankseg_2 0.155829
crashbasis 0.049159
crplat2 0.020283
cryg10000 0.005067
cryg2500 0.005087
crystk01 0.005998
crystk02 0.018720
crystk03 0.030494
crystm01 0.004798
crystm02 0.008290
crystm03 0.012484
cs4 0.004871
ct2010 0.008462
ct20stif 0.052528
cti 0.004878
CurlCurl_0 0.004554
CurlCurl_1 0.067961
CurlCurl_2 0.235662
CurlCurl_3 0.340944
CurlCurl_4 0.678173
cvxbqp1 0.007899
cvxqp3 0.004935
cyl6 0.011663
cz10228 0.004913
cz1268 0.004988
cz148 0.004916
cz20468 0.007229
cz2548 0.004876
cz308 0.004966
cz40948 0.011406
cz5108 0.005015
cz628 0.005024
D6-6 0.006904
D_6 0.004881
D_7 0.005020
D_8 0.004982
D_9 0.004959
dano3mip 0.005912
darcy003 0.067664
data 0.004953
dawson5 0.033341
dbic1 0.033928
dbir1 0.028094
dbir2 0.031604
dblp-2010 0.050881
dc1 1.717089
de063155 0.004191
de063157 0.004851
de080285 0.005004
de2010 0.005431
debr 0.099425
degme 3.290823
delaunay_n10 0.005221
delaunay_n11 0.004930
delaunay_n12 0.004986
delaunay_n13 0.004945
delaunay_n14 0.004972
delaunay_n15 0.005500
delaunay_n16 0.008584
delaunay_n17 0.023323
delaunay_n18 0.045640
delaunay_n19 0.091500
delaunay_n20 0.178226
delaunay_n21 0.384826
delaunay_n22 0.802621
delaunay_n23 1.813014
delf 0.004923
deltaX 0.006074
denormal 0.028910
descriptor_xingo6u 0.004991
deter0 0.004927
deter1 0.005043
deter2 0.005381
deter3 0.005133
deter4 0.004970
deter5 0.004920
deter6 0.005029
deter7 0.004947
deter8 0.004897
df2177 0.005147
diag 0.005193
dictionary28 0.005923
dielFilterV2clx 0.522149
dixmaanl 0.005700
DK01R 0.004989
d_pretok 0.038596
dtoc 0.005037
Dubcova1 0.005543
Dubcova2 0.023270
Dubcova3 0.091814
dw1024 0.004922
dw2048 0.005054
dw256A 0.004924
dw256B 0.004857
dw4096 0.005018
dw8192 0.004991
dwa512 0.004956
dwb512 0.004901
dwg961a 0.004988
dwg961b 0.004981
dwt_1005 0.004915
dwt_1007 0.004981
dwt_1242 0.004963
dwt_2680 0.004963
dwt_310 0.004877
dwt_361 0.004984
dwt_512 0.004887
dwt_592 0.005156
dwt_607 0.004982
dwt_72 0.004955
dwt_758 0.004916
dwt_869 0.004980
dwt_878 0.005004
dwt_918 0.004983
dwt_992 0.004904
dynamicSoaringProblem_1 0.004955
dynamicSoaringProblem_2 0.005332
dynamicSoaringProblem_3 0.007664
dynamicSoaringProblem_4 0.007859
dynamicSoaringProblem_5 0.008088
dynamicSoaringProblem_6 0.008878
dynamicSoaringProblem_7 0.008881
dynamicSoaringProblem_8 0.008841
e18 0.005088
e40r0100 0.010571
EAT_RS 0.011875
EAT_SR 0.008681
ecl32 0.007966
ecology1 0.108307
ecology2 0.108240
email-Enron 0.013893
email-EuAll 0.058232
email 0.004965
Emilia_923 0.866907
engine 0.099723
enron 0.029023
EPA 0.010138
epb0 0.005124
epb1 0.004965
epb2 0.005195
epb3 0.009387
Erdos02 0.017606
Erdos972 0.005329
Erdos982 0.005376
Erdos992 0.005364
eris1176 0.004880
ESOC 0.178847
EternityII_A 0.013611
EternityII_E 0.257387
EternityII_Etilde 0.022767
eu-2005 0.529936
eurqsa 0.003948
ex10hs 0.004915
ex10 0.004871
ex11 0.020974
ex12 0.005176
ex13 0.004977
ex14 0.004919
ex15 0.004977
ex18 0.005018
ex19 0.008697
ex20 0.004982
ex21 0.004976
ex22 0.004979
ex23 0.004873
ex24 0.004898
ex25 0.004933
ex26 0.004875
ex27 0.004973
ex28 0.005124
ex29 0.004980
EX2 0.004983
ex31 0.005370
ex32 0.004989
ex33 0.004912
ex35 0.007165
ex36 0.004994
ex37 0.005228
EX3 0.004924
ex3sta1 0.004910
ex40 0.008009
EX4 0.004862
EX6 0.007792
ex7 0.004918
ex8 0.004938
ex9 0.005033
exdata_1 0.026381
extr1b 0.004974
extr1 0.003921
F1 0.438068
F2 0.082892
f855_mat9 0.004999
FA 0.004938
Fault_639 0.607131
fcondp2 0.195933
fd12 0.004968
fd15 0.003921
fd18 0.005003
fe_4elt2 0.005033
fe_body 0.007172
FEM_3D_thermal1 0.009194
FEM_3D_thermal2 0.087625
fe_ocean 0.024068
fe_rotor 0.034272
fe_sphere 0.004980
fe_tooth 0.026850
filter2D 0.005046
filter3D 0.073355
finan512 0.010626
finance256 0.006653
fl2010 0.069390
flickr 0.383773
flower_4_4 0.005020
flower_5_4 0.003863
flower_7_4 0.005771
flower_8_1 0.004900
flower_8_4 0.009116
flowmeter0 0.004935
flowmeter5 0.004943
foldoc 0.004908
fome11 0.005693
fome12 0.007540
fome13 0.010514
fome20 0.007460
fome21 0.011659
fpga_dcop_01 0.004908
fpga_dcop_04 0.005065
fpga_dcop_06 0.005053
fpga_dcop_07 0.004979
fpga_dcop_08 0.004872
fpga_dcop_10 0.005088
fpga_dcop_11 0.004993
fpga_trans_01 0.004905
fp 0.013811
Franz10 0.004906
Franz11 0.007224
Franz1 0.005031
Franz2 0.004899
Franz3 0.004917
Franz4 0.004950
Franz5 0.004930
Franz6 0.004888
Franz7 0.005102
Franz8 0.005021
Franz9 0.004890
freeFlyingRobot_10 0.015614
freeFlyingRobot_11 0.015897
freeFlyingRobot_12 0.015972
freeFlyingRobot_13 0.017020
freeFlyingRobot_14 0.016944
freeFlyingRobot_15 0.017362
freeFlyingRobot_16 0.017135
freeFlyingRobot_1 0.005026
freeFlyingRobot_2 0.005890
freeFlyingRobot_3 0.006706
freeFlyingRobot_4 0.008499
freeFlyingRobot_5 0.009585
freeFlyingRobot_6 0.010333
freeFlyingRobot_7 0.012079
freeFlyingRobot_8 0.013380
freeFlyingRobot_9 0.014052
fs_541_1 0.005116
fs_680_1 0.004936
fs_760_1 0.005116
fullb 0.208268
fv1 0.005197
fv2 0.005142
fv3 0.005045
fxm2-16 0.004906
fxm2-6 0.004964
fxm3_16 0.010045
fxm3_6 0.005011
fxm4_6 0.010833
FX_March2010 0.019494
G10 0.004992
G11 0.003859
G12 0.004994
G13 0.004942
G14 0.005021
G15 0.004903
G16 0.004915
G17 0.004908
G18 0.004936
G19 0.004887
G1 0.005043
G20 0.004999
G21 0.004865
G22 0.005051
G23 0.005058
G2_circuit 0.018009
G2 0.004968
G30 0.004907
G31 0.004998
G32 0.004991
G33 0.005182
G34 0.005007
G35 0.004987
G36 0.004879
G37 0.004948
G38 0.004869
G39 0.004959
G3_circuit 0.176185
G3 0.004947
g3rmt3m3 0.005238
G40 0.005015
G41 0.004920
G42 0.005018
G43 0.005091
G48 0.004987
G49 0.004924
G4 0.004945
G50 0.004886
G51 0.004884
G54 0.004973
G55 0.004864
G57 0.004925
G58 0.006619
G5 0.004909
G60 0.005025
G62 0.005037
G63 0.006650
G65 0.004969
G66 0.004976
G67 0.004966
G6 0.004932
g7jac010 0.004977
g7jac020 0.004304
g7jac040 0.004894
g7jac050sc 0.005499
g7jac060 0.006381
g7jac080 0.007415
g7jac100 0.008651
g7jac120 0.009787
g7jac140 0.011156
g7jac160 0.012156
g7jac180 0.018449
g7jac200 0.022122
G7 0.005100
G8 0.003966
Ga10As10H30 0.107054
Ga19As19H42 0.141821
ga2010 0.041062
Ga3As3H12 0.085519
Ga41As41H72 0.306029
GaAsH6 0.062601
gams60am 0.004999
garon1 0.004182
garon2 0.008114
gas_sensor 0.042981
GD00_c 0.004900
GD06_Java 0.003963
GD96_a 0.003866
Ge87H76 0.122874
Ge99H100 0.130468
gearbox 0.151708
gemat11 0.004887
gemat12 0.005012
gemat1 0.028118
ge 0.004955
gen2 0.009434
gen4 0.011344
geom 0.004940
germany_osm 1.231959
GL6_D_7 0.005161
GL6_D_8 0.005045
GL7d11 0.005050
GL7d12 0.005325
GL7d13 0.009514
GL7d14 0.057683
GL7d15 0.170742
GL7d16 0.426811
GL7d17 0.821888
GL7d22 0.251654
G_n_pin_pout 0.032381
goddardRocketProblem_1 0.004903
goddardRocketProblem_2 0.004951
goodwin 0.006786
gr_30_30 0.005480
graham1 0.006969
graphics 0.003924
gre_1107 0.004908
gre_512 0.004946
great-britain_osm 0.745477
grid2_dual 0.004890
grid2 0.005104
gridgena 0.010180
gsm_106857 0.493391
GT01R 0.006850
gupta1 0.059008
gupta2 0.085719
gupta3 0.125666
gyro_m 0.010343
gyro 0.020190
H2O 0.053675
halfb 0.217786
Hamrle2 0.004938
Hamrle3 0.143319
hangGlider_2 0.016705
hangGlider_3 0.048699
hangGlider_4 0.074706
hangGlider_5 0.076944
hcircuit 0.034858
heart1 0.018895
heart2 0.007528
helm2d03 0.071123
helm3d01 0.010445
hep-th 0.005044
HEP-th-new 0.011488
HFE18_96_in 0.013904
hi2010 0.006361
hood 0.219847
HTC_336_4438 0.223974
HTC_336_9129 0.221165
hugebubbles-00000 2.443939
hugebubbles-00010 4.456022
hugetrace-00000 0.467396
hugetrace-00010 1.744211
hugetrace-00020 2.715523
hugetric-00000 0.597796
hugetric-00010 1.051213
hugetric-00020 1.165772
human_gene1 0.281045
human_gene2 0.202612
hvdc1 0.005313
hvdc2 0.035984
hydr1 0.004979
ia2010 0.029519
ibm_matrix_2 0.043966
iChem_Jacobian 0.101391
id2010 0.024941
IG5-10 0.004982
IG5-11 0.005027
IG5-12 0.004936
IG5-13 0.004847
IG5-14 0.005689
IG5-15 0.008009
IG5-16 0.011211
IG5-17 0.024624
IG5-18 0.040337
igbt3 0.006575
iiasa 0.004931
il2010 0.060910
illc1033 0.004978
illc1850 0.004976
Ill_Stokes 0.006547
image_interp 0.018725
in-2004 0.395117
in2010 0.036394
init_adder1 0.015004
inlet 0.007421
ins2 4.842354
internet 0.010838
invextr1_new 0.033799
iprob 0.125714
italy_osm 0.578183
jagmesh1 0.004934
jagmesh2 0.004989
jagmesh3 0.005116
jagmesh4 0.004939
jagmesh5 0.004951
jagmesh6 0.004987
jagmesh7 0.004906
jagmesh8 0.005028
jagmesh9 0.004997
jan99jac020 0.004972
jan99jac040 0.004950
jan99jac060 0.005219
jan99jac080 0.005799
jan99jac100sc 0.006577
jan99jac120 0.007221
jendrec1 0.004841
jnlbrng1 0.004736
JP 0.165550
jpwh_991 0.004903
juba40k 0.005287
k1_san 0.009223
k3plates 0.007614
karted 0.529645
Kaufhold 0.005047
Kemelmacher 0.004004
kim1 0.025048
kim2 0.265007
kineticBatchReactor_1 0.004935
kineticBatchReactor_2 0.008431
kineticBatchReactor_3 0.009732
kineticBatchReactor_4 0.014951
kineticBatchReactor_5 0.016134
kineticBatchReactor_6 0.016818
kineticBatchReactor_7 0.017123
kineticBatchReactor_8 0.016999
kineticBatchReactor_9 0.017034
kkt_power 0.442175
kneser_10_4_1 0.041297
kneser_6_2_1 0.004899
kneser_8_3_1 0.003813
Kohonen 0.028339
kron_g500-logn16 0.126458
kron_g500-logn17 0.242992
kron_g500-logn18 0.552607
kron_g500-logn19 1.005823
ks2010 0.031820
Kuu 0.005989
ky2010 0.023327
l30 0.004984
L-9 0.004966
la2010 0.035698
laminar_duct3D 0.062567
landmark 0.022128
language 0.398819
largebasis 0.129336
large 0.004860
laser 0.003923
Lederberg 0.025489
LeGresley_2508 0.004882
LeGresley_4908 0.004877
LeGresley_87936 0.011691
LF10000 0.004969
LFAT5000 0.005010
lhr01 0.004997
lhr02 0.004933
lhr04 0.004936
lhr07 0.005888
lhr10 0.007685
lhr11 0.007432
lhr14 0.008965
lhr17 0.010161
lhr34c 0.024600
lhr34 0.024627
lhr71c 0.047450
lhr71 0.047454
light_in_tissue 0.008504
li 0.024358
Lin 0.044004
Linux_call_graph 0.050801
linverse 0.004910
L 0.004925
lns_3937 0.004945
lnsp3937 0.004904
lock1074 0.004890
lock2232 0.004856
lock3491 0.004907
lock_700 0.005044
lop163 0.005016
lowThrust_10 0.041600
lowThrust_11 0.041630
lowThrust_12 0.042015
lowThrust_13 0.042150
lowThrust_1 0.003961
lowThrust_2 0.007007
lowThrust_3 0.017133
lowThrust_4 0.031401
lowThrust_5 0.037861
lowThrust_6 0.045223
lowThrust_7 0.046446
lowThrust_8 0.046921
lowThrust_9 0.048101
lp1 9.212379
lp22 0.004505
lp_25fv47 0.004170
lp_80bau3b 0.005001
lp_agg2 0.004981
lp_agg3 0.004984
lp_bnl1 0.005050
lp_bnl2 0.005008
lp_cre_a 0.005530
lp_cre_c 0.005342
lp_cre_d 0.007038
lp_cycle 0.005041
lp_czprob 0.005002
lp_d2q06c 0.004887
lp_degen3 0.005349
lp_dfl001 0.004958
lp_fffff800 0.004865
lp_fit1p 0.004873
lp_fit2p 0.004929
lp_ganges 0.004991
lp_gfrd_pnc 0.004937
lp_greenbea 0.005017
lpi_bgindy 0.006957
lpi_ceria3d 0.004909
lpi_cplex1 0.015594
lpi_gosh 0.004985
lpi_gran 0.004957
lpi_greenbea 0.005040
lpi_klein3 0.005058
lp_ken_07 0.004999
lp_ken_11 0.005834
lp_ken_13 0.008733
lp_ken_18 0.016835
lpl1 0.009337
lpl2 0.004977
lpl3 0.005680
lp_maros 0.005162
lp_maros_r7 0.005034
lp_modszk1 0.004901
lp_nug07 0.004924
lp_nug08 0.004963
lp_nug12 0.004951
lp_nug15 0.005072
lp_nug20 0.008796
lp_nug30 0.038482
lp_osa_07 0.045792
lp_osa_14 0.095862
lp_osa_30 0.197384
lp_osa_60 0.703466
lp_pds_02 0.004886
lp_pds_06 0.004432
lp_pds_10 0.005286
lp_pds_20 0.007463
lp_perold 0.004994
lp_pilot87 0.005241
lp_pilot_ja 0.004924
lp_pilot 0.005094
lp_pilotnov 0.004875
lp_pilot_we 0.004976
lp_qap8 0.004960
lp_scfxm2 0.005152
lp_scfxm3 0.005073
lp_sctap2 0.005245
lp_sctap3 0.005030
lp_shell 0.006114
lp_ship08l 0.004972
lp_ship08s 0.005265
lp_ship12l 0.004914
lp_ship12s 0.004919
lp_sierra 0.004922
lp_stocfor2 0.004906
lp_stocfor3 0.005119
lp_woodw 0.008084
lshp1009 0.005011
lshp1270 0.004910
lshp1561 0.004870
lshp1882 0.005025
lshp2233 0.005146
lshp2614 0.004898
lshp3025 0.004936
lshp3466 0.004892
lshp_577 0.004915
lshp_778 0.004922
lung1 0.005045
lung2 0.009742
lutz30-23-b6 0.005072
luxembourg_osm 0.007438
M10PI_n1 0.004842
M10PI_n 0.005038
m133-b3 0.019926
m14b 0.090873
M20PI_n1 0.004861
M20PI_n 0.005134
m3plates 0.005227
M40PI_n1 0.005041
M40PI_n 0.004990
M6 1.377506
M80PI_n1 0.005032
M80PI_n 0.005161
ma2010 0.023183
mac_econ_fwd500 0.040227
mahindas 0.004941
majorbasis 0.048143
man_5976 0.005450
Maragal_2 0.005061
Maragal_3 0.005516
Maragal_4 0.005892
Maragal_5 0.009373
Maragal_6 0.026379
Maragal_7 0.073587
Maragal_8 0.049916
mario001 0.005835
mario002 0.062816
mark3jac020 0.004923
mark3jac020sc 0.003901
mark3jac040 0.005048
mark3jac040sc 0.005024
mark3jac060 0.005633
mark3jac060sc 0.005622
mark3jac080 0.006792
mark3jac080sc 0.006803
mark3jac100 0.007556
mark3jac100sc 0.007538
mark3jac120 0.008556
mark3jac120sc 0.008587
mark3jac140 0.009464
mark3jac140sc 0.009461
matrix_9 0.062267
matrix-new_3 0.093987
mc2depi 0.048023
mcfe 0.004903
md2010 0.021843
me2010 0.008496
meg1 0.004959
meg4 0.015745
memplus 0.008414
mesh3e1 0.005085
mesh3em5 0.004987
mesh_deform 0.020291
mhd1280a 0.004948
mi2010 0.046286
mimo28x28_system 0.004968
mimo46x46_system 0.004961
mimo8x8_system 0.004922
minnesota 0.005037
minsurfo 0.004865
mip1 0.430811
MISKnowledgeMap 0.005245
mixtank_new 0.036040
mk10-b1 0.004996
mk10-b2 0.003905
mk10-b3 0.005078
mk11-b1 0.005092
mk11-b2 0.005350
mk11-b3 0.004913
mk11-b4b 0.004898
mk11-b4 0.004872
mk12-b1 0.005079
mk12-b2 0.005005
mk12-b3 0.005060
mk12-b4 0.007742
mk13-b5 0.023510
mk9-b2 0.004872
mk9-b3 0.004982
mn2010 0.043276
mo2010 0.051635
mod2 0.010358
model10 0.006318
model3 0.005176
model4 0.005132
model5 0.005156
model6 0.004864
model7 0.004951
model8 0.004997
model9 0.004962
mouse_gene 0.359794
mri1 0.013033
mri2 0.012556
ms2010 0.025521
msc00726 0.005046
msc01050 0.004957
msc01440 0.005036
msc04515 0.004960
msc10848 0.019103
msc23052 0.023942
msdoor 0.391193
m_t1 0.129506
mt2010 0.021609
mult_dcop_01 0.234728
mult_dcop_03 0.234768
Muu 0.005535
n2c6-b3 0.005000
n2c6-b4 0.004960
n2c6-b5 0.004977
n2c6-b6 0.005008
n2c6-b7 0.004906
n2c6-b8 0.005006
n3c6-b10 0.004992
n3c6-b3 0.004925
n3c6-b4 0.005031
n3c6-b5 0.004862
n3c6-b6 0.004879
n3c6-b7 0.004908
n3c6-b8 0.004882
n3c6-b9 0.005137
n4c5-b3 0.005403
n4c5-b4 0.004907
n4c5-b5 0.004908
n4c5-b6 0.004980
n4c5-b7 0.005078
n4c5-b8 0.004968
n4c5-b9 0.004917
n4c6-b10 0.039939
n4c6-b11 0.022333
n4c6-b12 0.006643
n4c6-b13 0.004980
n4c6-b14 0.004950
